legs,n_legs,target,risk,mean_corr,active_days_per_day,cagr,max_dd,sharpe,pass_rate,fail_max,fail_daily,median_days,p25_days,pass_within_7,pass_within_14,pass_within_30
BTCUSDT 1h + GBPUSD 4h,2,5%,0.0075,0.007,0.277,0.277,-0.0816,1.23,0.6268,0.2794,0.0,36.0,22.0,0.0,0.045,0.2528
BTCUSDT 1h + GBPUSD 4h,2,8%,0.01,0.007,0.277,0.3471,-0.0921,1.23,0.5221,0.3851,0.0,35.0,23.0,0.0,0.0404,0.216
BTCUSDT 1h + GBPUSD 4h,2,5%,0.01,0.007,0.277,0.3471,-0.0921,1.23,0.6259,0.3346,0.0,31.0,20.0,0.0,0.057,0.3088
BTCUSDT 1h + GBPUSD 4h,2,8%,0.015,0.007,0.277,0.469,-0.1148,1.23,0.5616,0.3998,0.0064,29.0,19.5,0.0,0.0561,0.2914
BTCUSDT 1h + GBPUSD 4h,2,5%,0.015,0.007,0.277,0.469,-0.1148,1.23,0.6039,0.3621,0.0064,27.0,19.0,0.0,0.0634,0.3401
BTCUSDT 1h + GBPUSD 4h,2,8%,0.02,0.007,0.277,0.5736,-0.145,1.23,0.2721,0.3557,0.3447,21.0,17.0,0.0,0.0441,0.2068
BTCUSDT 1h + GBPUSD 4h,2,5%,0.02,0.007,0.277,0.5736,-0.145,1.23,0.3033,0.329,0.3401,21.0,16.0,0.0,0.0533,0.2472
BTCUSDT 1h + GBPUSD 4h,2,8%,0.03,0.007,0.277,0.7493,-0.1967,1.23,0.2307,0.1608,0.5809,20.0,16.0,0.0,0.0469,0.1976
BTCUSDT 1h + GBPUSD 4h,2,5%,0.03,0.007,0.277,0.7493,-0.1967,1.23,0.2555,0.1608,0.5561,20.0,16.0,0.0,0.0506,0.2279
BTCUSDT 1h + USDCHF 15m,2,8%,0.005,0.023,0.281,0.2101,-0.1107,1.18,0.6461,0.1608,0.0,62.0,35.0,0.0,0.0147,0.1287
BTCUSDT 1h + USDCHF 15m,2,5%,0.005,0.023,0.281,0.2101,-0.1107,1.18,0.7344,0.1608,0.0,40.0,25.0,0.0009,0.0331,0.261
BTCUSDT 1h + USDCHF 15m,2,8%,0.0075,0.023,0.281,0.2925,-0.1346,1.18,0.648,0.2702,0.0,38.0,24.0,0.0009,0.0312,0.2417
BTCUSDT 1h + USDCHF 15m,2,5%,0.0075,0.023,0.281,0.2925,-0.1346,1.18,0.7096,0.239,0.0,32.0,22.0,0.0009,0.0404,0.3336
BTCUSDT 1h + USDCHF 15m,2,8%,0.01,0.023,0.281,0.3656,-0.1508,1.18,0.6158,0.3346,0.0,31.0,21.0,0.0009,0.0395,0.3006
BTCUSDT 1h + USDCHF 15m,2,5%,0.01,0.023,0.281,0.3656,-0.1508,1.18,0.6636,0.3051,0.0,26.0,19.0,0.0009,0.0542,0.409
BTCUSDT 1h + USDCHF 15m,2,8%,0.015,0.023,0.281,0.4923,-0.1715,1.18,0.4026,0.3539,0.2123,24.0,18.0,0.0,0.0441,0.2895
BTCUSDT 1h + USDCHF 15m,2,5%,0.015,0.023,0.281,0.4923,-0.1715,1.18,0.4412,0.329,0.2123,22.0,17.0,0.0,0.0616,0.352
BTCUSDT 1h + USDCHF 15m,2,8%,0.02,0.023,0.281,0.6007,-0.1842,1.18,0.2711,0.2592,0.455,23.0,17.0,0.0,0.0423,0.2096
BTCUSDT 1h + USDCHF 15m,2,5%,0.02,0.023,0.281,0.6007,-0.1842,1.18,0.3033,0.2518,0.4301,22.0,17.0,0.0,0.0506,0.2408
BTCUSDT 1h + USDCHF 15m,2,8%,0.03,0.023,0.281,0.7822,-0.1989,1.18,0.1691,0.216,0.6048,21.0,16.75,0.0,0.0276,0.1342
BTCUSDT 1h + USDCHF 15m,2,5%,0.03,0.023,0.281,0.7822,-0.1989,1.18,0.1811,0.216,0.5928,20.0,16.0,0.0,0.0349,0.1461
BTCUSDT 1h + USDCAD 1h,2,8%,0.005,0.044,0.291,0.198,-0.052,1.22,0.6186,0.0119,0.0,77.0,37.0,0.0,0.0147,0.1259
BTCUSDT 1h + USDCAD 1h,2,5%,0.005,0.044,0.291,0.198,-0.052,1.22,0.6452,0.0119,0.0,50.5,25.0,0.0,0.0276,0.2068
BTCUSDT 1h + USDCAD 1h,2,8%,0.0075,0.044,0.291,0.2766,-0.0642,1.22,0.602,0.25,0.0,46.0,25.0,0.0,0.0257,0.2031
BTCUSDT 1h + USDCAD 1h,2,5%,0.0075,0.044,0.291,0.2766,-0.0642,1.22,0.6994,0.1949,0.0,37.0,21.0,0.0,0.0386,0.3061
BTCUSDT 1h + USDCAD 1h,2,8%,0.01,0.044,0.291,0.3466,-0.0727,1.22,0.5919,0.3208,0.0,35.0,21.0,0.0,0.0377,0.2647
BTCUSDT 1h + USDCAD 1h,2,5%,0.01,0.044,0.291,0.3466,-0.0727,1.22,0.682,0.2877,0.0,30.0,19.25,0.0009,0.0588,0.3428
BTCUSDT 1h + USDCAD 1h,2,8%,0.015,0.044,0.291,0.4683,-0.0983,1.22,0.4982,0.3649,0.1149,25.0,18.0,0.0009,0.0561,0.307
BTCUSDT 1h + USDCAD 1h,2,5%,0.015,0.044,0.291,0.4683,-0.0983,1.22,0.5368,0.3318,0.114,23.0,17.0,0.0009,0.0726,0.3603
BTCUSDT 1h + USDCAD 1h,2,8%,0.02,0.044,0.291,0.5728,-0.124,1.22,0.3805,0.307,0.295,21.0,17.0,0.0009,0.0506,0.2767
BTCUSDT 1h + USDCAD 1h,2,5%,0.02,0.044,0.291,0.5728,-0.124,1.22,0.4347,0.284,0.2638,21.0,16.0,0.0009,0.0671,0.341
BTCUSDT 1h + USDCAD 1h,2,8%,0.03,0.044,0.291,0.7483,-0.1679,1.22,0.2739,0.1884,0.5221,19.0,15.25,0.0,0.0542,0.2491
BTCUSDT 1h + USDCAD 1h,2,5%,0.03,0.044,0.291,0.7483,-0.1679,1.22,0.2914,0.1884,0.5046,19.0,15.0,0.0018,0.0643,0.2702
EURUSD 5m + AUDUSD 1h,2,8%,0.005,-0.011,0.229,0.3244,-0.2227,0.85,0.1866,0.6379,0.0735,23.0,17.5,0.0,0.0239,0.1259
EURUSD 5m + AUDUSD 1h,2,5%,0.005,-0.011,0.229,0.3244,-0.2227,0.85,0.3254,0.5,0.0726,31.0,19.0,0.0,0.0377,0.1608
EURUSD 5m + AUDUSD 1h,2,8%,0.0075,-0.011,0.229,0.4402,-0.2971,0.85,0.2243,0.4274,0.2463,22.0,17.0,0.0,0.0368,0.1507
EURUSD 5m + AUDUSD 1h,2,5%,0.0075,-0.011,0.229,0.4402,-0.2971,0.85,0.3768,0.3428,0.2142,27.0,19.0,0.0009,0.046,0.2068
EURUSD 5m + AUDUSD 1h,2,8%,0.01,-0.011,0.229,0.5401,-0.3568,0.85,0.2491,0.3162,0.3612,28.0,19.0,0.0,0.0239,0.1342
EURUSD 5m + AUDUSD 1h,2,5%,0.01,-0.011,0.229,0.5401,-0.3568,0.85,0.341,0.3088,0.307,32.0,21.0,0.0,0.0239,0.1599
EURUSD 5m + AUDUSD 1h,2,8%,0.015,-0.011,0.229,0.7084,-0.4463,0.85,0.2675,0.2399,0.4494,31.0,21.0,0.0,0.0202,0.1287
EURUSD 5m + AUDUSD 1h,2,5%,0.015,-0.011,0.229,0.7084,-0.4463,0.85,0.2996,0.2289,0.4283,29.0,21.0,0.0,0.0211,0.1608
EURUSD 5m + AUDUSD 1h,2,8%,0.02,-0.011,0.229,0.8492,-0.5104,0.85,0.2307,0.2215,0.5046,28.0,20.0,0.0,0.0193,0.1333
EURUSD 5m + AUDUSD 1h,2,5%,0.02,-0.011,0.229,0.8492,-0.5104,0.85,0.2482,0.2086,0.5,27.0,20.0,0.0,0.0239,0.1664
EURUSD 5m + AUDUSD 1h,2,8%,0.03,-0.011,0.229,1.0803,-0.5959,0.85,0.1379,0.0597,0.7592,29.0,24.25,0.0,0.0,0.0818
EURUSD 5m + AUDUSD 1h,2,5%,0.03,-0.011,0.229,1.0803,-0.5959,0.85,0.1517,0.0597,0.7454,28.0,23.0,0.0,0.0,0.0956
EURUSD 5m + XAUUSD 1h,2,8%,0.005,-0.031,0.242,0.3057,-0.2357,0.79,0.1618,0.6517,0.079,20.0,14.0,0.0009,0.0423,0.1149
EURUSD 5m + XAUUSD 1h,2,5%,0.005,-0.031,0.242,0.3057,-0.2357,0.79,0.2555,0.5699,0.0671,30.0,15.0,0.0055,0.057,0.1314
EURUSD 5m + XAUUSD 1h,2,8%,0.0075,-0.031,0.242,0.4164,-0.3156,0.79,0.2353,0.3695,0.3024,28.5,15.0,0.0055,0.0561,0.1241
EURUSD 5m + XAUUSD 1h,2,5%,0.0075,-0.031,0.242,0.4164,-0.3156,0.79,0.3263,0.3281,0.2528,34.0,18.0,0.0055,0.0597,0.1425
EURUSD 5m + XAUUSD 1h,2,8%,0.01,-0.031,0.242,0.5122,-0.3801,0.79,0.2224,0.3704,0.3143,31.5,17.0,0.0018,0.046,0.1075
EURUSD 5m + XAUUSD 1h,2,5%,0.01,-0.031,0.242,0.5122,-0.3801,0.79,0.3061,0.33,0.2711,36.0,19.0,0.0018,0.0487,0.1176
EURUSD 5m + XAUUSD 1h,2,8%,0.015,-0.031,0.242,0.6742,-0.4775,0.79,0.2132,0.1664,0.546,40.0,19.0,0.0,0.034,0.0726
EURUSD 5m + XAUUSD 1h,2,5%,0.015,-0.031,0.242,0.6742,-0.4775,0.79,0.2675,0.1664,0.4917,33.0,19.0,0.0,0.0377,0.114
EURUSD 5m + XAUUSD 1h,2,8%,0.02,-0.031,0.242,0.8101,-0.5478,0.79,0.2335,0.2151,0.4899,39.5,26.25,0.0,0.0211,0.0744
EURUSD 5m + XAUUSD 1h,2,5%,0.02,-0.031,0.242,0.8101,-0.5478,0.79,0.2941,0.2096,0.4347,35.0,22.0,0.0,0.0248,0.1222
EURUSD 5m + USDJPY 15m,2,8%,0.005,0.112,0.289,0.3487,-0.2377,0.86,0.1958,0.6314,0.08,22.0,14.0,0.0055,0.0551,0.125
EURUSD 5m + USDJPY 15m,2,5%,0.005,0.112,0.289,0.3487,-0.2377,0.86,0.261,0.5726,0.079,25.0,15.0,0.0055,0.0616,0.1544
EURUSD 5m + USDJPY 15m,2,8%,0.0075,0.112,0.289,0.471,-0.2989,0.86,0.2252,0.3649,0.3226,23.0,14.0,0.0055,0.0607,0.1324
EURUSD 5m + USDJPY 15m,2,5%,0.0075,0.112,0.289,0.471,-0.2989,0.86,0.3033,0.3327,0.284,20.0,13.0,0.0074,0.0974,0.2096
EURUSD 5m + USDJPY 15m,2,8%,0.01,0.112,0.289,0.5759,-0.3431,0.86,0.2086,0.3906,0.3226,20.0,13.0,0.0055,0.0708,0.1369
EURUSD 5m + USDJPY 15m,2,5%,0.01,0.112,0.289,0.5759,-0.3431,0.86,0.2491,0.3824,0.3015,20.0,13.0,0.0083,0.0809,0.1682
EURUSD 5m + USDJPY 15m,2,8%,0.015,0.112,0.289,0.7521,-0.4026,0.86,0.1654,0.2776,0.5276,22.0,16.75,0.0055,0.0358,0.102
EURUSD 5m + USDJPY 15m,2,5%,0.015,0.112,0.289,0.7521,-0.4026,0.86,0.2068,0.2546,0.5092,24.0,18.0,0.0055,0.0358,0.1186
EURUSD 5m + USDJPY 15m,2,8%,0.02,0.112,0.289,0.8989,-0.4409,0.86,0.1066,0.2528,0.6369,27.5,18.0,0.0018,0.0138,0.0561
EURUSD 5m + USDJPY 15m,2,5%,0.02,0.112,0.289,0.8989,-0.4409,0.86,0.1066,0.2528,0.6369,27.5,18.0,0.0018,0.0138,0.0561
EURUSD 5m + USDJPY 15m,2,8%,0.03,0.112,0.289,1.1393,-0.4871,0.86,0.0138,0.1535,0.829,17.0,14.5,0.0009,0.0037,0.0138
EURUSD 5m + USDJPY 15m,2,5%,0.03,0.112,0.289,1.1393,-0.4871,0.86,0.0138,0.1535,0.829,17.0,14.5,0.0009,0.0037,0.0138
EURUSD 5m + NZDUSD 4h,2,8%,0.005,0.015,0.227,0.2934,-0.3138,0.75,0.1572,0.6618,0.079,18.0,14.0,0.0,0.045,0.1241
EURUSD 5m + NZDUSD 4h,2,5%,0.005,0.015,0.227,0.2934,-0.3138,0.75,0.1774,0.6425,0.0781,18.0,13.0,0.0028,0.0561,0.1434
EURUSD 5m + NZDUSD 4h,2,8%,0.0075,0.015,0.227,0.4007,-0.4172,0.75,0.17,0.3989,0.3382,18.0,13.0,0.0018,0.0533,0.1369
EURUSD 5m + NZDUSD 4h,2,5%,0.0075,0.015,0.227,0.4007,-0.4172,0.75,0.2243,0.3989,0.284,20.0,14.0,0.0028,0.0579,0.1608
EURUSD 5m + NZDUSD 4h,2,8%,0.01,0.015,0.227,0.4938,-0.4994,0.75,0.2031,0.4118,0.3061,20.0,15.0,0.0028,0.0506,0.1498
EURUSD 5m + NZDUSD 4h,2,5%,0.01,0.015,0.227,0.4938,-0.4994,0.75,0.2528,0.4118,0.2564,24.0,16.0,0.0028,0.0506,0.1526
EURUSD 5m + GBPUSD 4h,2,8%,0.005,-0.062,0.236,0.2901,-0.2465,0.74,0.1618,0.6553,0.08,19.0,14.75,0.0018,0.0404,0.1278
EURUSD 5m + GBPUSD 4h,2,5%,0.005,-0.062,0.236,0.2901,-0.2465,0.74,0.1921,0.6369,0.068,17.0,13.0,0.0046,0.0671,0.1572
EURUSD 5m + GBPUSD 4h,2,8%,0.0075,-0.062,0.236,0.3963,-0.3299,0.74,0.1866,0.4292,0.2914,18.0,13.0,0.0018,0.0616,0.1498
EURUSD 5m + GBPUSD 4h,2,5%,0.0075,-0.062,0.236,0.3963,-0.3299,0.74,0.193,0.4228,0.2914,17.0,12.0,0.0055,0.0717,0.159
EURUSD 5m + GBPUSD 4h,2,8%,0.01,-0.062,0.236,0.4887,-0.3971,0.74,0.1544,0.4173,0.3355,17.0,13.0,0.0,0.0478,0.1333
EURUSD 5m + GBPUSD 4h,2,5%,0.01,-0.062,0.236,0.4887,-0.3971,0.74,0.227,0.3842,0.296,20.0,15.0,0.0,0.0561,0.1581
EURUSD 5m + GBPUSD 4h,2,8%,0.015,-0.062,0.236,0.6454,-0.4985,0.74,0.1397,0.2399,0.546,18.5,15.0,0.0,0.0331,0.1048
EURUSD 5m + GBPUSD 4h,2,5%,0.015,-0.062,0.236,0.6454,-0.4985,0.74,0.2803,0.2132,0.432,35.0,19.0,0.0,0.0331,0.1213
EURUSD 5m + GBPUSD 4h,2,8%,0.02,-0.062,0.236,0.7771,-0.5716,0.74,0.1673,0.3713,0.3943,23.0,16.0,0.0,0.0294,0.1011
EURUSD 5m + GBPUSD 4h,2,5%,0.02,-0.062,0.236,0.7771,-0.5716,0.74,0.2426,0.352,0.3382,30.5,17.0,0.0,0.0349,0.1213
EURUSD 5m + USDCHF 15m,2,8%,0.005,0.005,0.24,0.3002,-0.1999,0.76,0.3116,0.3906,0.1958,37.0,21.0,0.0028,0.0303,0.1232
EURUSD 5m + USDCHF 15m,2,5%,0.005,0.005,0.24,0.3002,-0.1999,0.76,0.3805,0.3438,0.1737,33.0,19.0,0.0074,0.0542,0.1664
EURUSD 5m + USDCHF 15m,2,8%,0.0075,0.005,0.24,0.4093,-0.2671,0.76,0.3419,0.3254,0.2399,33.0,19.0,0.0074,0.0524,0.1553
EURUSD 5m + USDCHF 15m,2,5%,0.0075,0.005,0.24,0.4093,-0.2671,0.76,0.3603,0.3143,0.2353,31.0,18.0,0.0083,0.0607,0.1737
EURUSD 5m + USDCHF 15m,2,8%,0.01,0.005,0.24,0.5039,-0.321,0.76,0.2132,0.3143,0.3915,27.5,17.0,0.0009,0.0377,0.1204
EURUSD 5m + USDCHF 15m,2,5%,0.01,0.005,0.24,0.5039,-0.321,0.76,0.2528,0.3079,0.3713,28.0,17.0,0.0009,0.0441,0.1434
EURUSD 5m + USDCHF 15m,2,8%,0.015,0.005,0.24,0.6641,-0.4022,0.76,0.091,0.2142,0.6645,21.0,16.0,0.0,0.0156,0.0754
EURUSD 5m + USDCHF 15m,2,5%,0.015,0.005,0.24,0.6641,-0.4022,0.76,0.1498,0.1994,0.6204,23.0,17.0,0.0,0.0221,0.1149
EURUSD 5m + USDCHF 15m,2,8%,0.02,0.005,0.24,0.7986,-0.4604,0.76,0.0882,0.1958,0.6866,21.0,15.0,0.0,0.0193,0.0744
EURUSD 5m + USDCHF 15m,2,5%,0.02,0.005,0.24,0.7986,-0.4604,0.76,0.1259,0.1958,0.6489,25.0,17.0,0.0,0.0193,0.0882
EURUSD 5m + USDCHF 15m,2,8%,0.03,0.005,0.24,1.02,-0.5567,0.76,0.0506,0.0892,0.8392,28.0,22.0,0.0,0.0083,0.0294
EURUSD 5m + USDCHF 15m,2,5%,0.03,0.005,0.24,1.02,-0.5567,0.76,0.0588,0.0892,0.8309,28.5,23.0,0.0,0.0083,0.0331
EURUSD 5m + USDCAD 1h,2,8%,0.005,0.01,0.25,0.2898,-0.2738,0.74,0.1627,0.6186,0.1158,18.0,14.0,0.0028,0.046,0.1296
EURUSD 5m + USDCAD 1h,2,5%,0.005,0.01,0.25,0.2898,-0.2738,0.74,0.1811,0.602,0.114,17.0,13.0,0.0037,0.0616,0.148
EURUSD 5m + USDCAD 1h,2,8%,0.0075,0.01,0.25,0.396,-0.3668,0.74,0.1811,0.4366,0.2895,17.0,13.0,0.0037,0.0616,0.148
EURUSD 5m + USDCAD 1h,2,5%,0.0075,0.01,0.25,0.396,-0.3668,0.74,0.2224,0.4182,0.2665,18.0,13.0,0.0046,0.0726,0.1618
EURUSD 5m + USDCAD 1h,2,8%,0.01,0.01,0.25,0.4882,-0.4419,0.74,0.1186,0.4219,0.3741,15.0,12.0,0.0009,0.0515,0.1057
EURUSD 5m + USDCAD 1h,2,5%,0.01,0.01,0.25,0.4882,-0.4419,0.74,0.1912,0.3833,0.3401,20.0,14.0,0.0009,0.0542,0.1112
EURUSD 5m + USDCAD 1h,2,8%,0.015,0.01,0.25,0.6448,-0.5555,0.74,0.1415,0.2316,0.5671,18.5,14.0,0.0,0.0423,0.0901
EURUSD 5m + USDCAD 1h,2,5%,0.015,0.01,0.25,0.6448,-0.5555,0.74,0.2592,0.193,0.4881,32.0,17.0,0.0,0.0441,0.1195
AUDUSD 1h + XAUUSD 1h,2,8%,0.005,0.029,0.278,0.1288,-0.0564,1.83,0.6893,0.0,0.0,153.0,98.25,0.0,0.0,0.0064
AUDUSD 1h + XAUUSD 1h,2,5%,0.005,0.029,0.278,0.1288,-0.0564,1.83,0.9504,0.0,0.0,96.0,52.0,0.0,0.0083,0.0965
AUDUSD 1h + XAUUSD 1h,2,8%,0.0075,0.029,0.278,0.1836,-0.0744,1.83,0.8199,0.1517,0.0,86.0,49.0,0.0,0.0037,0.0855
AUDUSD 1h + XAUUSD 1h,2,5%,0.0075,0.029,0.278,0.1836,-0.0744,1.83,0.8575,0.114,0.0,64.0,33.0,0.0,0.0432,0.1912
AUDUSD 1h + XAUUSD 1h,2,8%,0.01,0.029,0.278,0.2337,-0.0885,1.83,0.7436,0.2279,0.0,61.0,34.0,0.0,0.0322,0.1581
AUDUSD 1h + XAUUSD 1h,2,5%,0.01,0.029,0.278,0.2337,-0.0885,1.83,0.7895,0.1884,0.0,42.0,23.0,0.0,0.0689,0.2831
AUDUSD 1h + XAUUSD 1h,2,8%,0.015,0.029,0.278,0.3235,-0.1203,1.83,0.5846,0.3235,0.0699,36.0,20.0,0.0,0.0579,0.2518
AUDUSD 1h + XAUUSD 1h,2,5%,0.015,0.029,0.278,0.3235,-0.1203,1.83,0.6645,0.2555,0.0643,28.0,18.0,0.0,0.0882,0.364
AUDUSD 1h + XAUUSD 1h,2,8%,0.02,0.029,0.278,0.4025,-0.1529,1.83,0.5074,0.2711,0.2059,26.0,17.75,0.0,0.0708,0.3006
AUDUSD 1h + XAUUSD 1h,2,5%,0.02,0.029,0.278,0.4025,-0.1529,1.83,0.5983,0.1939,0.1921,24.0,17.0,0.0,0.091,0.4072
AUDUSD 1h + XAUUSD 1h,2,8%,0.03,0.029,0.278,0.5386,-0.2099,1.83,0.489,0.2344,0.261,22.0,16.0,0.0,0.0846,0.3851
AUDUSD 1h + XAUUSD 1h,2,5%,0.03,0.029,0.278,0.5386,-0.2099,1.83,0.557,0.1939,0.2335,20.0,15.25,0.0,0.114,0.4596
AUDUSD 1h + USDJPY 15m,2,8%,0.005,-0.022,0.325,0.1852,-0.1273,1.2,0.5358,0.3621,0.0,48.0,27.0,0.0018,0.0267,0.1544
AUDUSD 1h + USDJPY 15m,2,5%,0.005,-0.022,0.325,0.1852,-0.1273,1.2,0.6471,0.3162,0.0,40.0,25.0,0.0028,0.0441,0.227
AUDUSD 1h + USDJPY 15m,2,8%,0.0075,-0.022,0.325,0.2595,-0.1568,1.2,0.5221,0.4412,0.0,36.0,23.0,0.0028,0.0423,0.2114
AUDUSD 1h + USDJPY 15m,2,5%,0.0075,-0.022,0.325,0.2595,-0.1568,1.2,0.6048,0.3585,0.0,27.0,19.0,0.0064,0.0735,0.3465
AUDUSD 1h + USDJPY 15m,2,8%,0.01,-0.022,0.325,0.3261,-0.1773,1.2,0.5331,0.4301,0.0,28.0,20.0,0.0028,0.057,0.296
AUDUSD 1h + USDJPY 15m,2,5%,0.01,-0.022,0.325,0.3261,-0.1773,1.2,0.5809,0.3833,0.0,24.0,17.0,0.0064,0.0956,0.3768
AUDUSD 1h + USDJPY 15m,2,8%,0.015,-0.022,0.325,0.4423,-0.204,1.2,0.4669,0.3695,0.1278,22.0,15.0,0.0064,0.0956,0.3428
AUDUSD 1h + USDJPY 15m,2,5%,0.015,-0.022,0.325,0.4423,-0.204,1.2,0.5184,0.3272,0.1259,20.0,15.0,0.0064,0.125,0.4265
AUDUSD 1h + USDJPY 15m,2,8%,0.02,-0.022,0.325,0.5425,-0.2206,1.2,0.2583,0.1324,0.6057,20.0,14.0,0.0055,0.0689,0.2325
AUDUSD 1h + USDJPY 15m,2,5%,0.02,-0.022,0.325,0.5425,-0.2206,1.2,0.2739,0.1232,0.5993,17.0,14.0,0.0055,0.0873,0.2638
AUDUSD 1h + USDJPY 15m,2,8%,0.03,-0.022,0.325,0.7114,-0.2402,1.2,0.182,0.2013,0.6131,19.0,15.0,0.0018,0.0423,0.1746
AUDUSD 1h + USDJPY 15m,2,5%,0.03,-0.022,0.325,0.7114,-0.2402,1.2,0.193,0.1939,0.6094,18.0,14.0,0.0018,0.0515,0.1857
AUDUSD 1h + NZDUSD 4h,2,8%,0.005,0.078,0.263,0.1124,-0.0623,1.6,0.6811,0.1075,0.0,165.0,121.0,0.0,0.0,0.0
AUDUSD 1h + NZDUSD 4h,2,5%,0.005,0.078,0.263,0.1124,-0.0623,1.6,0.8438,0.0469,0.0,104.0,57.25,0.0,0.0,0.0671
AUDUSD 1h + NZDUSD 4h,2,8%,0.0075,0.078,0.263,0.161,-0.0834,1.6,0.7757,0.1066,0.0,101.5,58.0,0.0,0.0,0.0597
AUDUSD 1h + NZDUSD 4h,2,5%,0.0075,0.078,0.263,0.161,-0.0834,1.6,0.8529,0.0956,0.0,69.0,36.0,0.0,0.0267,0.1682
AUDUSD 1h + NZDUSD 4h,2,8%,0.01,0.078,0.263,0.206,-0.1003,1.6,0.7491,0.1838,0.0,73.0,45.0,0.0,0.0129,0.1149
AUDUSD 1h + NZDUSD 4h,2,5%,0.01,0.078,0.263,0.206,-0.1003,1.6,0.829,0.1425,0.0,47.0,25.0,0.0,0.0423,0.2656
AUDUSD 1h + NZDUSD 4h,2,8%,0.015,0.078,0.263,0.287,-0.1258,1.6,0.625,0.33,0.0165,37.0,23.0,0.0,0.0414,0.2362
AUDUSD 1h + NZDUSD 4h,2,5%,0.015,0.078,0.263,0.287,-0.1258,1.6,0.6388,0.3162,0.0165,29.0,19.0,0.0,0.0533,0.3419
AUDUSD 1h + NZDUSD 4h,2,8%,0.02,0.078,0.263,0.3591,-0.1441,1.6,0.4338,0.2325,0.3051,25.0,18.75,0.0,0.0358,0.2904
AUDUSD 1h + NZDUSD 4h,2,5%,0.02,0.078,0.263,0.3591,-0.1441,1.6,0.4605,0.2316,0.2794,22.0,17.0,0.0,0.0487,0.3493
AUDUSD 1h + NZDUSD 4h,2,8%,0.03,0.078,0.263,0.4841,-0.1686,1.6,0.3906,0.2463,0.3346,21.0,17.0,0.0,0.046,0.3143
AUDUSD 1h + NZDUSD 4h,2,5%,0.03,0.078,0.263,0.4841,-0.1686,1.6,0.4191,0.2325,0.3199,21.0,17.0,0.0,0.0496,0.375
AUDUSD 1h + GBPUSD 4h,2,8%,0.005,0.098,0.272,0.1078,-0.0534,1.47,0.4917,0.0,0.0,141.0,87.0,0.0,0.0,0.0028
AUDUSD 1h + GBPUSD 4h,2,5%,0.005,0.098,0.272,0.1078,-0.0534,1.47,0.6498,0.0,0.0,88.0,50.5,0.0,0.0018,0.0542
AUDUSD 1h + GBPUSD 4h,2,8%,0.0075,0.098,0.272,0.1547,-0.0708,1.47,0.6425,0.1756,0.0,97.0,53.5,0.0,0.0,0.0441
AUDUSD 1h + GBPUSD 4h,2,5%,0.0075,0.098,0.272,0.1547,-0.0708,1.47,0.8254,0.1296,0.0,59.0,33.0,0.0009,0.0285,0.1783
AUDUSD 1h + GBPUSD 4h,2,8%,0.01,0.098,0.272,0.1981,-0.0847,1.47,0.6939,0.2408,0.0,62.0,39.0,0.0,0.0083,0.1222
AUDUSD 1h + GBPUSD 4h,2,5%,0.01,0.098,0.272,0.1981,-0.0847,1.47,0.8217,0.1498,0.0,46.5,26.0,0.0009,0.0404,0.2638
AUDUSD 1h + GBPUSD 4h,2,8%,0.015,0.098,0.272,0.2767,-0.1053,1.47,0.6268,0.2472,0.0974,37.5,25.0,0.0009,0.0368,0.2316
AUDUSD 1h + GBPUSD 4h,2,5%,0.015,0.098,0.272,0.2767,-0.1053,1.47,0.6893,0.2077,0.0744,28.0,19.0,0.0037,0.08,0.3787
AUDUSD 1h + GBPUSD 4h,2,8%,0.02,0.098,0.272,0.3467,-0.1199,1.47,0.4715,0.1195,0.3805,25.0,19.0,0.0,0.0469,0.2868
AUDUSD 1h + GBPUSD 4h,2,5%,0.02,0.098,0.272,0.3467,-0.1199,1.47,0.5175,0.1149,0.3392,22.0,17.0,0.0009,0.0735,0.3722
AUDUSD 1h + GBPUSD 4h,2,8%,0.03,0.098,0.272,0.4685,-0.1643,1.47,0.4366,0.1893,0.3456,21.0,16.0,0.0009,0.0717,0.3557
AUDUSD 1h + GBPUSD 4h,2,5%,0.03,0.098,0.272,0.4685,-0.1643,1.47,0.4733,0.1645,0.3336,20.0,16.0,0.0009,0.0772,0.3998
AUDUSD 1h + USDCHF 15m,2,8%,0.005,-0.041,0.276,0.1215,-0.1116,1.16,0.58,0.2767,0.0,94.0,53.0,0.0,0.0,0.0285
AUDUSD 1h + USDCHF 15m,2,5%,0.005,-0.041,0.276,0.1215,-0.1116,1.16,0.7289,0.2132,0.0,55.0,34.0,0.0,0.0165,0.1452
AUDUSD 1h + USDCHF 15m,2,8%,0.0075,-0.041,0.276,0.1735,-0.145,1.16,0.6388,0.3033,0.0,52.0,33.0,0.0,0.0119,0.1296
AUDUSD 1h + USDCHF 15m,2,5%,0.0075,-0.041,0.276,0.1735,-0.145,1.16,0.7289,0.227,0.0,35.0,22.0,0.0,0.0515,0.3116
AUDUSD 1h + USDCHF 15m,2,8%,0.01,-0.041,0.276,0.2213,-0.1802,1.16,0.6774,0.2785,0.0,40.0,26.0,0.0,0.0294,0.2353
AUDUSD 1h + USDCHF 15m,2,5%,0.01,-0.041,0.276,0.2213,-0.1802,1.16,0.7362,0.2224,0.0,29.0,19.0,0.0,0.0754,0.3989
