symbol,tf,quarter,floor,topn,train_pf,train_trades,n_eligible,test_trades,test_pf,test_pf_2x,test_total_r,test_tpd,test_win,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars,min_risk_bps,filter
XAGUSD,15m,2025-09-01,100,10,1.681,107,16364,411,0.809,0.712,-4.047,4.567,0.3577,-1,384,4,1,2.0,0,1.0,0,0.0,16,0.0,0.7,0.0,8,5.0,ATRrank>0.7
XAGUSD,15m,2025-12-01,30,1,1.713,61,18033,16,1.259,1.218,2.382,0.18,0.4375,-1,384,4,1,2.0,0,1.0,3,3.0,0,2.0,0.0,0.0,8,5.0,rvol>2.0
XAGUSD,15m,2025-12-01,30,10,1.713,61,18033,192,1.026,0.979,0.213,2.158,0.4688,-1,384,4,1,2.0,0,1.0,3,3.0,0,2.0,0.0,0.0,8,5.0,rvol>2.0
XAGUSD,15m,2025-12-01,100,1,1.383,164,16567,34,0.726,0.643,-6.349,0.382,0.3235,0,0,3,1,2.5,0,1.0,0,0.0,16,2.0,0.0,0.0,8,5.0,rvol>2.0
XAGUSD,15m,2025-12-01,100,10,1.383,164,16567,354,1.029,0.941,0.56,3.978,0.4322,0,0,3,1,2.5,0,1.0,0,0.0,16,2.0,0.0,0.0,8,5.0,rvol>2.0
XAGUSD,15m,2026-03-01,30,1,2.374,490,17966,254,1.582,1.419,26.323,2.761,0.2323,8,0,0,1,2.0,1,6.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2026-03-01,30,10,2.374,490,17966,417,0.561,0.515,-8.766,4.533,0.1751,8,0,0,1,2.0,1,6.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2026-03-01,100,1,2.374,490,16783,254,1.582,1.419,26.323,2.761,0.2323,8,0,0,1,2.0,1,6.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2026-03-01,100,10,2.374,490,16783,513,0.465,0.426,-15.798,5.577,0.1598,8,0,0,1,2.0,1,6.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,5m,2024-09-01,30,1,2.109,99,18072,27,0.996,0.892,-0.099,0.303,0.1852,-1,1152,2,1,2.5,1,2.0,0,0.0,0,1.5,0.0,0.0,24,5.0,rvol>1.5
XAGUSD,5m,2024-09-01,30,10,2.109,99,18072,207,1.049,0.933,0.688,2.326,0.3237,-1,1152,2,1,2.5,1,2.0,0,0.0,0,1.5,0.0,0.0,24,5.0,rvol>1.5
XAGUSD,5m,2024-09-01,100,1,1.863,113,17363,28,1.019,0.898,0.478,0.315,0.2143,-1,1152,2,1,2.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24,5.0,rvol>1.5
XAGUSD,5m,2024-09-01,100,10,1.863,113,17363,297,1.071,0.935,1.746,3.337,0.2391,-1,1152,2,1,2.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24,5.0,rvol>1.5
XAGUSD,5m,2024-12-01,30,1,2.327,40,18078,11,0.0,0.0,-16.032,0.124,0.0,-1,1152,3,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,24,5.0,ATRrank<0.5
XAGUSD,5m,2024-12-01,30,10,2.327,40,18078,128,0.318,0.249,-8.503,1.438,0.2031,-1,1152,3,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,24,5.0,ATRrank<0.5
XAGUSD,5m,2024-12-01,100,1,1.833,120,17413,17,0.419,0.325,-10.233,0.191,0.1765,-1,1152,3,1,2.0,1,1.0,0,0.0,0,1.5,0.0,0.0,24,5.0,rvol>1.5
XAGUSD,5m,2024-12-01,100,10,1.833,120,17413,169,0.464,0.385,-6.994,1.899,0.2663,-1,1152,3,1,2.0,1,1.0,0,0.0,0,1.5,0.0,0.0,24,5.0,rvol>1.5
XAGUSD,5m,2025-03-01,30,1,1.965,75,18083,20,0.691,0.616,-6.211,0.222,0.1,-1,1152,2,1,2.0,0,0.5,0,0.0,0,0.0,0.0,0.5,24,5.0,ATRrank<0.5
XAGUSD,5m,2025-03-01,30,10,1.965,75,18083,260,1.015,0.89,0.38,2.889,0.1423,-1,1152,2,1,2.0,0,0.5,0,0.0,0,0.0,0.0,0.5,24,5.0,ATRrank<0.5
XAGUSD,5m,2025-03-01,100,1,1.902,135,17256,44,0.914,0.816,-3.861,0.489,0.0909,-1,1152,2,1,2.0,1,2.0,0,0.0,0,2.0,0.0,0.0,24,5.0,rvol>2.0
XAGUSD,5m,2025-03-01,100,10,1.902,135,17256,348,1.347,1.176,12.859,3.867,0.0805,-1,1152,2,1,2.0,1,2.0,0,0.0,0,2.0,0.0,0.0,24,5.0,rvol>2.0
